rank,cluster_id,n_pixels,area_km2,mean_score,centroid_lon,centroid_lat,dominant_country,dominant_landcover,agri_frac,mean_dist_wdpa_km,biodiversity_frac,climate_stab_frac,lon_min,lon_max,lat_min,lat_max,label
1,1,22958,20817.0,0.07487,105.1,17.7,Unknown,Forest,0.001,14.8,,,98.82,111.54,10.09,24.78,C1. Unknown (Forest)
2,4,6041,6038.0,0.04968,111.89,-0.67,Unknown,Forest,0.0,49.9,,,105.96,116.63,-5.97,4.54,C2. Unknown (Forest)
3,2,3209,3081.0,0.03889,123.19,11.37,PER,Bare / Other,0.003,18.0,,,117.14,128.68,3.92,17.97,C3. PER (Bare / Other)
4,3,1082,1080.0,0.03217,99.77,-2.33,Unknown,Forest,0.0,32.3,,,95.74,103.46,-6.13,1.7,C4. Unknown (Forest)
5,7,1050,1050.0,0.02094,122.94,-1.03,Unknown,Forest,0.0,12.8,,,118.65,126.85,-5.01,3.49,C5. Unknown (Forest)
6,6,881,880.0,0.01096,120.45,-1.29,Unknown,Forest,0.0,20.8,,,116.43,125.0,-6.12,3.37,C6. Unknown (Forest)
7,8,769,767.0,0.02433,115.64,-3.15,Unknown,Forest,0.0,24.4,,,111.48,119.33,-7.07,0.39,C7. Unknown (Forest)
8,0,921,728.0,0.02524,98.3,27.21,Unknown,Forest,0.0,10.1,,,93.88,101.77,22.77,31.46,C8. Unknown (Forest)
9,5,550,550.0,0.0127,117.71,1.51,Unknown,Forest,0.0,46.0,,,113.91,121.95,-2.67,5.67,C9. Unknown (Forest)
