fold_idx,biome_name,n_test,n_test_pos,n_test_neg,positive_rate,n_train,roc_auc,pr_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,recall_at_1pct,recall_at_5pct,recall_at_10pct,lift_at_1pct,lift_at_5pct,lift_at_10pct,brier_score
0,Mangroves,285627.0,46.0,285581.0,0.00016104920053076216,79288312.0,0.9675701540855766,0.00796823453019907,0.007703081232492998,0.0023807856592675584,0.0014704852601358448,0.4782608695652174,0.7391304347826086,0.9130434782608695,47.830608330288634,14.782970989122061,9.130658552104803,0.0016914493822516748
1,Montane Grasslands & Shrublands,13599.0,0.0,13599.0,0.0,81027097.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.211194803630789e-05
2,N/A,0.0,0.0,0.0,0.0,81118579.0,,,,,,,,,,,,
3,Temperate Broadleaf & Mixed Forests,24861.0,0.0,24861.0,0.0,80925412.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.918474619670189e-10
4,Temperate Conifer Forests,17094.0,4284.0,12810.0,0.25061425061425063,81009546.0,0.8256230543219111,0.628072999344772,0.9411764705882353,0.8969555035128806,0.7226448215330603,0.03734827264239029,0.1788048552754435,0.28828197945845,3.755478662053056,3.579028332644533,2.883494532979956,0.1945546850768425
5,Tropical & Subtropical Coniferous Forests,25137.0,21.0,25116.0,0.000835421888053467,80958669.0,0.9913202739289696,0.6192994056705082,0.05976095617529881,0.01592356687898089,0.008356545961002786,0.7142857142857143,0.9523809523809523,1.0,71.53386454183267,19.06050955414013,10.002785515320335,0.0006677415089288783
6,Tropical & Subtropical Dry Broadleaf Forests,1651993.0,17702.0,1634291.0,0.010715541772876761,70036417.0,0.8145122740276366,0.03986880946118095,0.07803135783037714,0.04816038935096067,0.03947965786717837,0.07281663088916507,0.2247203705795955,0.3684329454298949,7.2820730378645475,4.494442779632899,3.6843361450103718,0.011654784162663965
7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",12996.0,0.0,12996.0,0.0,81010717.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.930935591201956e-13
8,Tropical & Subtropical Moist Broadleaf Forests,10239060.0,51475.0,10187585.0,0.00502731696073663,15085112.0,0.8288189780987992,0.06683387894873173,0.08231272585213399,0.03643303193847873,0.026269012975800515,0.16372996600291403,0.36235065565808644,0.522525497814473,16.373092545187976,7.247013113161729,5.22525497814473,0.004943109780015142
MEAN,— MEAN —,,,,,,0.8855689468925787,0.27240866559107835,0.2337969183357076,0.19997065546811368,0.15964410471943555,0.29328829067708023,0.49147745373533736,0.6184567801927375,29.355023423445374,9.83279295374027,6.18530594471204,0.04270235398214044
STD,— STD —,,,,,,0.08627088283988266,0.32136226560882064,0.39654859117707153,0.3900300876475689,0.3150813529255297,0.2925543072316865,0.33888097442482407,0.32135909789041284,29.28943596154946,6.781386807664689,3.2142945824067635,0.084996537451799
