feature,mean_abs_shap,mean_shap,pct_shap_positive
GSN_b2_smooth16,0.9352638335992456,-0.004486783737330723,81.0
policy_b4,0.6303585689786577,-0.004432926906262245,60.199999999999996
policy_b2,0.3999965509960819,-0.061350034606106434,60.0
WorldClim_b14,0.37219164612385874,0.04870603126828805,80.80000000000001
GSN_b3_smooth16,0.3535471032806001,0.0008029521883074433,82.19999999999999
dist_wdpa,0.2793267395499326,0.01153453658595115,70.39999999999999
GSN_b2_smooth64,0.2619360002844621,-0.0011000603924611325,80.80000000000001
WorldClim_b12,0.247770272314795,0.00043754580251644513,63.2
GSN_b3_smooth64,0.23963020673879537,0.002149562399042442,80.4
WorldClim_b17,0.2395453182392912,-0.020460490424845403,68.4
WDPA,0.22343420667650538,0.060631031560374506,99.2
GSN_b5_smooth64,0.22254531897840318,-0.007866170347634887,60.199999999999996
dist_powerplant,0.214826803923831,0.01606514072973534,69.6
policy_b3,0.2131481242509003,0.010637318421644863,61.6
WorldClim_b13,0.20775117496335332,0.027576555880791134,69.0
landcover,0.19749256123539866,-0.03178205178955322,37.4
elevation_b2_smooth16,0.1869203163358982,0.025053688410618027,42.0
dist_road,0.1864353181681036,-0.08232337509300125,27.400000000000002
HNTL_smooth64,0.18555360291371248,-0.07998260061021459,36.6
deforestation_b1_smooth64,0.17903232733539629,0.04009836028791772,72.8
