feature,mean_abs_shap,mean_shap,pct_shap_positive
GSN_b2_smooth16,0.5182295670761168,-0.048866673327720794,84.0
HNTL_b1_smooth64,0.43383762692507827,-0.37427351246345536,16.6
WorldClim_b14,0.42283199758411627,-0.053855107788278504,73.4
WorldClim_b12,0.3279275066941432,-0.04765560342216884,58.8
GSN_b2_smooth64,0.3115099031800495,0.01540674661040442,83.8
GSN_b5_smooth64,0.2885650262423982,-0.0119730324413911,57.199999999999996
dist_powerplant,0.28481466451214765,0.005774678659566961,79.4
GSN_b3_smooth16,0.2775619227530732,-0.007684103855512285,81.2
WorldClim_b17,0.27485892330777134,-0.08476290309240232,58.599999999999994
GSN_b3_smooth64,0.22870570034821064,0.0018670809952505958,76.2
wildfire_b1_smooth64,0.22537614188009814,0.004673345537292067,65.4
deforestation_b1_smooth64,0.22398739454499855,-0.08477819297435561,42.4
dist_wdpa,0.22008728171639041,0.029481328184134563,73.4
dist_road,0.20647332166103527,-0.08199219608264154,27.6
deforestation_b3,0.19093713195778972,-0.10701253904675367,56.39999999999999
NDVI_b1_smooth64,0.1904760848268517,0.024145393754414147,56.599999999999994
elevation_b2,0.18833043742325362,-0.04635821974860716,30.2
landcover_b1,0.17869961557327824,-0.047183425595240636,33.4
WorldClim_b11,0.17295853175049902,-0.026660808722705296,39.2
GPW_b1,0.16484803545357934,-0.03139093841914852,38.6
