fold_idx,biome_name,n_test,n_test_pos,n_test_neg,positive_rate,n_train,roc_auc,pr_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,recall_at_1pct,recall_at_5pct,recall_at_10pct,lift_at_1pct,lift_at_5pct,lift_at_10pct,brier_score
0,Deserts & Xeric Shrublands,1197205.0,1642.0,1195563.0,0.0013715278502846213,38145904.0,0.9141604220562085,0.011781671113784718,0.014032743067156699,0.012362178416304711,0.010056799198128968,0.1023142509135201,0.45066991473812423,0.7332521315468941,10.231467821994723,9.013435938423923,7.332551939096218,0.00324773049582129
1,Flooded Grasslands & Savannas,694428.0,486.0,693942.0,0.0006998565726036392,38125082.0,0.5528948200898611,0.0007574082673932361,0.0,0.0007200253448921402,0.0006768238241986118,0.0,0.051440329218107,0.09670781893004116,0.0,1.0288184366311919,0.9670893304333202,0.0017370893384331234
2,Mangroves,96634.0,1869.0,94765.0,0.01934101868907424,38140307.0,0.9455991062569606,0.3576436660805602,0.5641821946169773,0.2477747878286069,0.1540929318017179,0.29159978598180847,0.6404494382022472,0.7966827180310326,29.170241944685383,12.810844754965007,7.967156967216269,0.02128939898326374
3,"Mediterranean Forests, Woodlands & Scrub",598143.0,2381.0,595762.0,0.003980653455778969,38166414.0,0.5188942914116429,0.05244478468682917,0.04413977595719779,0.010398903266793727,0.006252716755274685,0.11087778244435112,0.13061738765224695,0.15707685846283073,11.08857539284593,2.612360855401008,1.5707764628938539,0.004518574693385361
4,Montane Grasslands & Shrublands,2571166.0,36436.0,2534730.0,0.014171002572373779,38006271.0,0.6703869322776921,0.03952590522623953,0.07868227606860877,0.03911075156738593,0.03119214673532569,0.05552201119771654,0.13799538917554066,0.2201119771654408,5.552343644478552,2.7599142239683117,2.2011249081370186,0.014901580430796445
6,Temperate Broadleaf & Mixed Forests,1507741.0,117685.0,1390056.0,0.0780538567300352,37429360.0,0.9631148627575384,0.9032479003346946,0.9978775618491742,0.9586533487206017,0.7012283284916497,0.1278412711900412,0.6140969537324213,0.898389769299401,12.784474767217874,12.281947220574828,8.98390365151318,0.034185142218010646
7,"Temperate Grasslands, Savannas & Shrublands",7860915.0,6895.0,7854020.0,0.0008771243551164209,37854254.0,0.9409581479268478,0.6757818456851803,0.06842727931916193,0.013868640995305881,0.007099686931920096,0.7801305293691081,0.790572878897752,0.809427121102248,78.01320179973746,15.811487749037697,8.094276359453902,0.005866020957346516
8,Tropical & Subtropical Coniferous Forests,0.0,0.0,0.0,0.0,38171351.0,,,,,,,,,,,,
9,Tropical & Subtropical Dry Broadleaf Forests,4147799.0,20948.0,4126851.0,0.005050389375184284,37889810.0,0.8347241499463184,0.11433827828264265,0.11522048364153627,0.0382758969858575,0.025078415252459744,0.22813633759786137,0.3789383234676341,0.4965629177009738,22.814178290427748,7.578801185890908,4.965639951581882,0.005771842082345402
10,"Tropical & Subtropical Grasslands, Savannas & Shrublands",11868861.0,16752.0,11852109.0,0.0014114243986849285,37643732.0,0.6750052517694477,0.0031685977325322753,0.0020642356430304663,0.003959942235395818,0.004088008452370321,0.014625119388729704,0.14028175740210125,0.2896370582617001,1.462519455490343,2.8056353844282618,2.896370826648069,0.0035031850762369016
11,Tropical & Subtropical Moist Broadleaf Forests,16852053.0,150459.0,16701594.0,0.008928229694031937,32244770.0,0.8829675275855462,0.10429743765142988,0.1652682174222644,0.10103346538460625,0.06381597491106424,0.18510690620036024,0.5658086256056467,0.7147661489176453,18.5107488366633,11.316181241634267,7.147662761602329,0.012591326537714567
MEAN,— MEAN —,,,,,,0.7898705512078064,0.2262987495061287,0.2049894767585108,0.1426157940745751,0.10035818323541099,0.18961539942834968,0.3900870998091822,0.5212614519418208,18.962775195354133,7.801942699095541,5.212655315857604,0.010761189081335398
STD,— STD —,,,,,,0.17005727900068857,0.31915670053771267,0.32445961172708443,0.29640210994784116,0.21618672937115194,0.22676637594525462,0.2615938981881141,0.30574740834212316,22.677150783301094,5.2320788589486655,3.057507456913746,0.010319391535590505
