region,current_pct_2024,bau_annual_rate_pct_yr,moderate_target_pct,projected_30pct_year_bau,years_behind_2030_bau,required_rate_30x30_pct_yr
South East Asia,14.0,0.049,22.0,>2200,>170,2.66
