fold_idx,biome_name,n_test,n_test_pos,n_test_neg,positive_rate,n_train,roc_auc,pr_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,recall_at_1pct,recall_at_5pct,recall_at_10pct,lift_at_1pct,lift_at_5pct,lift_at_10pct,brier_score
0,Deserts & Xeric Shrublands,1053035.0,109678.0,943357.0,0.10415418290939997,307691050.0,0.9949754856058469,0.9795593447133162,0.9995251661918328,0.9962393876659512,0.9734575463187184,0.09596272725614982,0.47824540928900966,0.9346268166815588,9.596591690045559,9.565044435445714,9.346312544792315,0.024749588044958054
1,Flooded Grasslands & Savannas,52337.0,1425.0,50912.0,0.027227391711408755,314207451.0,0.8014467757230914,0.21871480364429452,0.42065009560229444,0.17928134556574923,0.11637683928912669,0.1543859649122807,0.3291228070175439,0.42736842105263156,15.449518634061253,6.584594935350609,4.274255886228087,0.033100638590349916
2,Mangroves,757031.0,1457.0,755574.0,0.0019246239585961472,309616891.0,0.9802131555760998,0.21521482828651003,0.12219286657859973,0.036538004279939765,0.018506532105728966,0.634866163349348,0.9492107069320521,0.9615648592999314,63.489216183159876,18.984489991796213,9.615661294805838,0.0029317989780212497
3,"Mediterranean Forests, Woodlands & Scrub",57566.0,442.0,57124.0,0.007678143348504325,314213459.0,0.7010980874819912,0.037141615157805515,0.07652173913043478,0.022237665045170257,0.015635858234885336,0.09954751131221719,0.14479638009049775,0.20361990950226244,9.966177454259295,2.896229470566224,2.0364113464918763,0.0075486406601145166
4,Montane Grasslands & Shrublands,7530283.0,5184.0,7525099.0,0.0006884203422368058,266308797.0,0.7965632568134919,0.001781214976100426,0.0022708560197604315,0.001702459935088735,0.0017808102753151278,0.03298611111111111,0.12364969135802469,0.2586805555555556,3.2986474693382792,2.4729948123803633,2.5868065861170573,0.002518878990888191
5,Temperate Broadleaf & Mixed Forests,43739.0,889.0,42850.0,0.02032511031345024,314300581.0,0.4910219944793949,0.03527537415094874,0.12356979405034325,0.04162854528819762,0.024010976446375485,0.06074240719910011,0.10236220472440945,0.11811023622047244,6.079661667005584,2.048133793431356,1.18134544295615,0.020764703062726743
6,Tropical & Subtropical Dry Broadleaf Forests,2582683.0,10328.0,2572355.0,0.003998942185316588,297309850.0,0.8468605206351696,0.23157989605188722,0.1576318438782622,0.03700806913748509,0.02055229451577431,0.3941711851278079,0.462722695584818,0.5139426800929512,39.41838530625889,9.254464661522793,5.13943277080592,0.0033542340340656555
7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1128827.0,4184.0,1124643.0,0.003706502413567358,307153505.0,0.8422728736741306,0.11805044855853207,0.10338412473423104,0.034584787654364735,0.021624351092291064,0.27891969407265776,0.4665391969407266,0.5834130019120459,27.892636561034376,9.330841800552959,5.834166197528118,0.005489095106559681
8,Tropical & Subtropical Moist Broadleaf Forests,12320915.0,62359.0,12258556.0,0.0050612312478415765,232407348.0,0.8139499608271197,0.10738168301346418,0.09520408411723169,0.0417956480451915,0.026730168469699073,0.1881043634439295,0.4128995012748761,0.5281354736285059,18.81045924503699,8.258000079134057,5.281356879533706,0.011464095933028837
MEAN,— MEAN —,,,,,,0.8076002345351484,0.21607768983920655,0.23343895225588782,0.15455732362412647,0.13540837519421273,0.2155206808649558,0.38550539924577315,0.503273550438435,21.555699356688898,7.710532664464476,5.032860994362118,0.012435741488968095
STD,— STD —,,,,,,0.1497551149184512,0.29899978927216436,0.3094783065869003,0.3196718974984708,0.3160133485903064,0.19406643278338073,0.2620835068235618,0.2972753871139312,19.40566573995818,5.241540693640018,2.9726811774449526,0.011137027197500649
