feature,mean_abs_shap,mean_shap,pct_shap_positive
dist_wdpa,1.0832141985661556,0.05914323274837656,64.8
policy_b4,0.6987433748116737,0.16776244419727807,62.8
GSN_b3_smooth16,0.5106252122268794,0.021559764670886175,66.60000000000001
elevation_b2_smooth64,0.47974822444513165,0.006804624673029173,59.0
dist_indigenous,0.39627336990705436,0.026770428538519717,73.2
dist_oil_gas,0.36551723136931136,0.024025971828488264,68.2
GSN_b5_smooth64,0.35170067543736133,0.07844971173331684,64.4
GSN_b3_smooth64,0.3452164826430778,0.02428517908064283,75.2
economic_value_lag1,0.3389306948236048,0.021014885698120492,66.60000000000001
elevation_b1,0.31911458481891614,0.19003870849413176,73.2
GPW,0.30029358857738264,-0.05415923204002653,58.8
GSN_b1_smooth64,0.2937492032686513,-0.011052839122565047,73.4
GSN_b4_smooth64,0.29105432694324146,0.0029408773031009143,58.199999999999996
dist_road,0.2871320067940828,0.050414591861456824,67.80000000000001
NDVI,0.2720927043730232,0.006208690716658847,64.8
dist_powerplant,0.2627360595695032,-0.05496137062175151,69.8
WorldClim_b3,0.25440312390167064,0.06714374171633357,66.0
deforestation_b1_smooth64,0.24912252101919383,0.06217692762937499,73.2
elevation_b1_smooth16,0.23343192329541385,-0.13428214934764157,28.999999999999996
WorldClim_b4,0.22568628357374088,-0.06377611346391523,41.199999999999996
