model,biome,n_samples,n_positives,positive_rate,neg_pos_ratio,mean_pred_prob,roc_auc,pr_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,recall_at_1pct,recall_at_5pct,recall_at_10pct
LGBM,Deserts & Xeric Shrublands,1197205,1642,0.0013715278502846213,728.1138855054811,0.008205895312130451,0.9870968100960121,0.5122683245232724,0.12896759104577346,0.026779151353157366,0.013431339792849984,0.9403166869671132,0.9762484774665042,0.9792935444579781
LGBM,Flooded Grasslands & Savannas,694428,486,0.0006998565726036392,1427.8641975308642,0.010343074798583984,0.8978993978019273,0.48384181580406,0.0527073732718894,0.010598773076812304,0.005500993634975951,0.7530864197530864,0.757201646090535,0.7860082304526749
LGBM,Mangroves,96634,1869,0.01934101868907424,50.7035848047084,0.05868435278534889,0.9768029201914442,0.5399126786344352,0.6977225672877847,0.3024218588283999,0.17913691400186277,0.3606206527554842,0.7817014446227929,0.9261637239165329
LGBM,"Mediterranean Forests, Woodlands & Scrub",598143,2381,0.003980653455778969,250.215035699286,0.008597925305366516,0.6229204879345868,0.1635288615029694,0.09179067045644541,0.023405891597284918,0.01277292941451834,0.23057538849223017,0.2939941201175976,0.3208735825283494
LGBM,Montane Grasslands & Shrublands,2571166,36436,0.014171002572373779,69.56663739159073,0.017292030155658722,0.9129472444820267,0.704167756942195,0.8387849558554704,0.22813827221954294,0.11777174504892733,0.5918871445822813,0.8049456581403008,0.8310736634098145
LGBM,N/A,3609,2040,0.5652535328345802,0.7691176470588236,0.553881049156189,1.0,1.0,1.0,1.0,1.0,0.01764705882352941,0.08823529411764706,0.17647058823529413
LGBM,Temperate Broadleaf & Mixed Forests,1507741,117685,0.0780538567300352,11.811666737477164,0.08971607685089111,0.9788545706973008,0.9374906756375609,0.975857266034357,0.9780068181516707,0.7496451642856196,0.1250201809916302,0.6264944555380889,0.9604197646259082
LGBM,"Temperate Grasslands, Savannas & Shrublands",7860915,6895,0.0008771243551164209,1139.0891950688906,0.007231561467051506,0.9993792268195625,0.8228775348281218,0.08761083336513631,0.01752216667302726,0.008761072191387512,0.9988397389412618,0.9988397389412618,0.9988397389412618
LGBM,Tropical & Subtropical Dry Broadleaf Forests,4147799,20948,0.005050389375184284,197.00453503914454,0.015326324850320816,0.9030207498797559,0.6751797854038103,0.3733153313884804,0.07921828062240524,0.04091576478076277,0.7391636433072369,0.7842753484819553,0.8101489402329578
LGBM,"Tropical & Subtropical Grasslands, Savannas & Shrublands",11868861,16752,0.0014114243986849285,707.5041189111748,0.010195877403020859,0.8181461157124261,0.38937221204912975,0.08437247236451874,0.017548441889111508,0.009248571471902103,0.5977793696275072,0.6216571155682904,0.6552650429799427
