feature,mean_abs_shap,mean_shap,pct_shap_positive
elevation_b2_smooth4,4.27819353771866,-0.7533388317742136,96.52
WorldClim_b10,3.446250778879974,-0.2970762444772524,95.49
WorldClim_b5,3.1035652884335985,-0.4888016446729781,95.13000000000001
GSN_b3_smooth64,2.733735013028565,0.16950485844429644,81.75
NDVI,2.487676523893646,0.22427384203000947,98.37
WorldClim_b2,2.3523774048044355,0.14951368420327846,93.08999999999999
elevation_b1,1.787800154966051,0.603582083463891,76.42
WorldClim_b9,1.7651769726960693,0.42143211367763017,64.4
WorldClim_b1,1.5560905339892415,-0.7726115705563621,95.30999999999999
elevation_b2,1.3775164593744762,-0.06824435642062979,92.89
policy_b3,1.3494958065465692,0.8523059239489345,77.25999999999999
deforestation_b1_smooth64,1.2550135501224167,0.4831395232234485,36.82
GSN_b5,1.067266776592491,0.16859669309301445,91.93
GSN_b5_smooth16,1.0285615047122052,0.04774921658622977,75.05
WorldClim_b3,0.9153279328632398,0.8226943350522355,95.04
GPW_smooth16,0.8804170691337833,0.6176904798054405,62.01
NDVI_smooth64,0.8618528224994577,0.08101174351661294,79.32000000000001
policy_b2,0.8617124363002062,0.07041756864760702,54.290000000000006
dist_oil_gas,0.8532037564355591,0.16407575440212804,63.62
policy_b4,0.770801304971093,0.022946825975934945,73.53
