iso_a3,country,total_km2,protected_2024_km2,current_pct_protected,unprotected_2024_km2,bau_new_km2,30x30_new_km2,projected_pct_2030_bau,projected_pct_2030_30x30,gap_to_30pct_km2
USA,United States of America,0.0,0.0,0.0,7184606.0,243.0,1738169.0,243.4866,1738168.875,0.0
