feature,mean_abs_shap,mean_shap,pct_shap_positive
GSN_b2_smooth16,1.2166884058325291,0.09209872517580076,57.4
GSN_b2_smooth64,0.9233908836022645,0.00423252624008932,66.18
NDVI_b1_smooth64,0.7606642435543371,0.03362953570724938,61.18
deforestation_b1_smooth64,0.4678491022859449,0.2918580074132295,77.22
GPW_b1,0.4280291219288546,0.021044391740972647,54.17999999999999
WorldClim_b12,0.4038762718669754,0.0027037774917605412,77.72
dist_wdpa,0.39566843885901304,0.13228409309474792,73.48
deforestation_b1_smooth16,0.3273141045676262,0.11869154025490745,76.06
GSN_b3_smooth64,0.3213157578027587,0.021660513125040106,81.62
HNTL_b1_smooth64,0.29557836388416125,0.17018555997991458,60.88
dist_powerplant,0.2548433049824301,-0.022506699985391797,46.239999999999995
WorldClim_b14,0.25318683999874997,0.0009103347931091217,67.7
dist_oil_gas,0.2521167125626324,-0.03209872518720866,48.36
GSN_b2,0.2480866203097366,-0.04988168148443293,48.42
GSN_b5_smooth64,0.2352685817574143,-0.02238997174948495,52.2
GPW_b1_smooth64,0.23340830297694742,-0.03782402824782007,47.760000000000005
GPW_b1_smooth16,0.205160062674839,-0.011437153240723301,52.14
dist_road,0.20195069252606895,-0.08916427854788707,43.480000000000004
NDVI_b1_smooth16,0.20193133355103968,-0.06846859061490418,44.42
WorldClim_b8,0.18341234300139528,-0.052789129265814916,54.059999999999995
