feature,mean_abs_shap,mean_shap,pct_shap_positive
GSN_b2_smooth16,0.9909950413993825,0.02599224310204019,58.64
GSN_b2_smooth64,0.8094736482046389,0.050718411210505215,72.14
NDVI_b1_smooth64,0.6161450589307249,-0.012611912225400741,62.32
deforestation_b1_smooth64,0.41365127581298167,0.24778936052637932,78.32000000000001
GSN_b2,0.3362038662676091,-0.06902954888607911,49.96
GPW_b1,0.31399030819000756,-0.035909757065104755,46.839999999999996
WorldClim_b12,0.29422271565873576,-0.0038715381938694,73.5
dist_wdpa,0.2701671934100483,0.08770720010248723,75.2
deforestation_b1_smooth16,0.23160558329189365,0.0836325786626911,75.2
HNTL_b1_smooth64,0.21627866913187835,0.11073590633029151,64.03999999999999
WorldClim_b14,0.2054599578376817,-0.010540412002100708,58.46
NDVI_b1_smooth16,0.2009167685990268,-0.03953825644809932,50.68
GPW_b1_smooth64,0.1970833830591557,-0.025443554616351137,43.32
GSN_b3_smooth64,0.19047080099861444,0.008102628318268256,80.7
dist_powerplant,0.18062002578341194,-0.020316186638768254,41.8
WorldClim_b7,0.15922064556069032,0.021558278559924038,54.900000000000006
WorldClim_b8,0.15597881639187916,-0.02864253554095982,54.620000000000005
GPW_b1_smooth16,0.14825073110722023,-0.02356092826350492,47.339999999999996
WorldClim_b15,0.14785512242517346,-0.019049437412769158,34.72
GSN_b5_smooth64,0.14649369000270399,-0.013651247903845877,51.92
