fold_idx,biome_name,n_test,n_test_pos,n_test_neg,positive_rate,n_train,roc_auc,pr_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,recall_at_1pct,recall_at_5pct,recall_at_10pct,lift_at_1pct,lift_at_5pct,lift_at_10pct,brier_score
0,Mangroves,285627.0,46.0,285581.0,0.00016104920053076216,31107649.0,0.9624806058983038,0.012569362818665776,0.008753501400560224,0.0022407394440165256,0.0014704852601358448,0.5434782608695652,0.6956521739130435,0.9130434782608695,54.35296401169163,13.913384460350176,9.130658552104803,0.002258119685482479
1,Montane Grasslands & Shrublands,13599.0,0.0,13599.0,0.0,31114723.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006455652865376682
2,N/A,0.0,0.0,0.0,0.0,31118283.0,,,,,,,,,,,,
3,Temperate Broadleaf & Mixed Forests,24861.0,0.0,24861.0,0.0,31099214.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048566948859083363
4,Temperate Conifer Forests,17094.0,4284.0,12810.0,0.25061425061425063,31112057.0,0.8990339669565458,0.6997220156242914,0.8764705882352941,0.8711943793911007,0.7682855471035693,0.03478057889822596,0.17366946778711484,0.30648926237161533,3.4972895040369085,3.476236396197823,3.0656099771681635,0.15415910299478258
5,Tropical & Subtropical Coniferous Forests,25137.0,21.0,25116.0,0.000835421888053467,31117704.0,0.9473319985742347,0.2704851234206808,0.055776892430278883,0.01194267515923567,0.00716275368085953,0.6666666666666666,0.7142857142857143,0.8571428571428571,66.76494023904382,14.295382165605098,8.573816155988858,0.0019180072869029834
6,Tropical & Subtropical Dry Broadleaf Forests,1651993.0,17702.0,1634291.0,0.010715541772876761,30801198.0,0.7836842084569444,0.062098219141155736,0.13021369332284036,0.07316069201806318,0.04766372677800713,0.12151169359394419,0.341373856061462,0.4448084962151169,12.15185345573828,6.827530848999901,4.448093039836196,0.010632741383236857
7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",12996.0,0.0,12996.0,0.0,31096988.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000937647352206756
8,Tropical & Subtropical Moist Broadleaf Forests,10239060.0,51475.0,10187585.0,0.00502731696073663,15085112.0,0.6538342858490462,0.018421682838690157,0.029172770778396327,0.007778057751395147,0.006087472873486433,0.05802816901408451,0.0773579407479359,0.12108790675084993,5.802850905609454,1.5471588149587177,1.2108790675084993,0.006286760942438353
MEAN,— MEAN —,,,,,,0.849273013147015,0.21265928076869675,0.22007748923347398,0.19326330875276224,0.16613399713921165,0.28489307380849727,0.40046783055905416,0.5285144001482618,28.51397962322402,8.011938537222344,5.285811358521304,0.03505094645856865
STD,— STD —,,,,,,0.12981319620142015,0.291978932783131,0.36980553257914667,0.38006142515864405,0.3371285038396041,0.2972098567130949,0.29366011679308474,0.3457446537333931,29.74953120272941,5.8753195690973214,3.457960555795078,0.06667747222054368
