fold_idx,biome_name,n_test,n_test_pos,n_test_neg,positive_rate,n_train,roc_auc,pr_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,recall_at_1pct,recall_at_5pct,recall_at_10pct,lift_at_1pct,lift_at_5pct,lift_at_10pct,brier_score
0,Boreal Forests/Taiga,0.0,0.0,0.0,0.0,30346098.0,,,,,,,,,,,,
1,Deserts & Xeric Shrublands,5895851.0,12625.0,5883226.0,0.002141336339741286,30221529.0,0.5567786733346503,0.002320733419607945,0.0012381695444214525,0.0021133545008005647,0.001964093387721872,0.005782178217821782,0.04934653465346535,0.09172277227722772,0.5782228234967735,0.9869325344078819,0.9172278783440305,0.002761456760910246
2,Flooded Grasslands & Savannas,63141.0,0.0,63141.0,0.0,30346054.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009322407757804864
3,Mangroves,3726.0,0.0,3726.0,0.0,30346098.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001660290722844417
4,"Mediterranean Forests, Woodlands & Scrub",455758.0,216.0,455542.0,0.0004739357290491884,30329017.0,0.44649694454322786,0.000386424658033316,0.0,0.0,0.00010970927043335162,0.0,0.0,0.023148148148148147,0.0,0.0,0.23148554478779382,0.0028405527798986206
5,Temperate Broadleaf & Mixed Forests,9181073.0,564.0,9180509.0,6.143072819484172e-05,30287936.0,0.7363357220611904,0.0001857689910591842,0.0004247903278509966,0.00026576451956527897,0.00018734199826381893,0.06914893617021277,0.21631205673758866,0.3049645390070922,6.914948598748107,4.326247260529706,3.0496463865709127,0.0017310944071576644
6,Temperate Conifer Forests,5103496.0,737.0,5102759.0,0.0001444108117259228,30265248.0,0.6405840889678404,0.0006938900492899067,0.0006074381784692558,0.00029783598642494925,0.00018222823989074143,0.04206241519674356,0.10312075983717775,0.12618724559023067,4.206320643236273,2.062421662653708,1.26187393944293,0.0012915237312673344
7,"Temperate Grasslands, Savannas & Shrublands",15657831.0,363.0,15657468.0,2.3183287646928874e-05,30284254.0,0.6268282192959913,0.02297219839568388,0.00042790174864923555,9.8353410628044e-05,5.364728062573166e-05,0.18457300275482094,0.21212121212121213,0.23140495867768596,18.457336818055673,4.242427222830625,2.3140497345655113,0.0008645557222206194
8,Tropical & Subtropical Coniferous Forests,15576.0,0.0,15576.0,0.0,30345941.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012360908700720025
9,Tropical & Subtropical Dry Broadleaf Forests,0.0,0.0,0.0,0.0,30346098.0,,,,,,,,,,,,
10,"Tropical & Subtropical Grasslands, Savannas & Shrublands",279543.0,0.0,279543.0,0.0,30344413.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009956244629714304
11,Tropical & Subtropical Moist Broadleaf Forests,0.0,0.0,0.0,0.0,30346098.0,,,,,,,,,,,,
MEAN,— MEAN —,,,,,,0.60140472964058,0.005311803102734847,0.0005396599598781881,0.0005550616834837673,0.0004994040353871031,0.06031330646791981,0.11618011266988879,0.15548553274007693,6.031365776707365,2.3236057360843843,1.5548566967422357,0.001897836680290897
STD,— STD —,,,,,,0.10767503833799136,0.009908288944859595,0.00044984089660930884,0.0008796036510478012,0.0008206490104412602,0.07493826524390444,0.09665168546587838,0.1124110705865531,7.493837566020929,1.9330354988003933,1.124109747472335,0.0008800058528530489
